Filename,Genome_length,GC,Contigs,CDS,mRNA,Gene,Chromosome,ExclFromRefSeq,Hypothetical Proteins,Average len CDS
GCA_014431865.2,5225727,52.074897904157645,2,4911.0,4909.0,5035.0,2.0,from large multi-isolate project,410,915.571166768479
GCA_000626515.2,4685839,51.72465379198901,1,4320.0,4320.0,4442.0,1.0,No,856,931.5430555555556
GCA_002313125.1,5142776,51.926177613024564,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_016917375.1,4552700,48.98994003558328,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000625275.2,4685838,51.72517701209474,1,4318.0,4318.0,4441.0,1.0,No,876,931.8402037980546
GCA_013377315.1,5049014,52.15368782895037,2,4710.0,4705.0,4825.0,2.0,No,411,920.4828025477707
GCA_000624955.2,4686021,51.741039999607345,1,4319.0,4319.0,4442.0,1.0,No,876,932.1562861773559
GCA_004847565.1,4726556,52.24918524185475,1,4392.0,4391.0,4507.0,1.0,No,327,936.2459016393443
GCA_003324895.1,6294469,50.97969344197263,2,5932.0,5926.0,6058.0,2.0,genome length too large,1516,850.8946392447741
GCA_003872395.2,4680419,52.240771606131844,1,4306.0,4297.0,4415.0,1.0,from large multi-isolate project,232,932.1546679052485
GCA_006855945.2,4701728,52.105183455954915,1,4375.0,4373.0,4486.0,1.0,from large multi-isolate project,222,927.6464
GCA_011302515.1,4761320,52.22261893760554,2,3951.0,3949.0,4063.0,2.0,many frameshifted proteins,310,890.6803340926348
GCA_900477885.1,4644636,52.32849248035799,1,4205.0,4205.0,4313.0,1.0,RefSeq annotation failed,0,956.4986920332937
GCA_003347075.1,5099344,52.16112111675541,2,5008.0,5008.0,5128.0,2.0,No,1180,887.3917731629393
GCA_009756455.1,4985520,52.13335820536273,2,4794.0,4791.0,4915.0,2.0,No,480,910.5619524405507
GCA_001620155.1,4804699,52.211262349628974,2,4473.0,4473.0,4590.0,2.0,No,912,931.4909456740443
GCA_002313105.1,4745601,52.164541435320835,2,4503.0,4503.0,4609.0,2.0,No,645,916.2771485676216
GCA_002761155.1,4802885,52.1909019266545,3,4623.0,4623.0,4745.0,3.0,No,997,900.74951330305
GCA_000623615.2,4685848,52.16588331503711,1,4365.0,4365.0,4487.0,1.0,No,896,927.6487972508592
GCA_006165245.1,4763929,52.114504645220364,1,4575.0,4566.0,4684.0,1.0,No,665,914.0104918032787
GCA_012050905.1,4859063,52.14606190535089,3,4496.0,4494.0,4614.0,3.0,No,306,923.432384341637
GCA_000626195.1,4711924,52.157356527821754,1,4345.0,4345.0,4455.0,1.0,No,739,2014.0055223193742
GCA_900635525.1,4839172,52.239907984258465,1,6120.0,6120.0,6228.0,1.0,RefSeq annotation failed,2,659.5343137254902
GCA_001362135.2,4759919,52.050591617210294,3,0.0,0.0,0.0,3.0,RefSeq annotation failed,0,0.0
GCA_016454745.1,5209398,51.70724141253942,2,4503.0,4495.0,4613.0,2.0,contaminated,479,888.802798134577
GCA_006088735.1,4964093,52.2138485318466,2,4760.0,4757.0,4879.0,2.0,No,456,909.5838235294118
GCA_003717535.1,5002162,51.853858391631455,2,4429.0,4429.0,4529.0,2.0,No,1032,919.9166854820501
GCA_017094585.1,4860617,52.26867288659032,1,2950.0,2948.0,3076.0,1.0,many frameshifted proteins,220,2418.3456455438836
GCA_009667835.1,4855929,52.148188328124235,2,4529.0,4525.0,4646.0,2.0,No,383,933.5665709869728
GCA_002234475.1,4719375,52.048820023837905,1,4398.0,4397.0,4517.0,1.0,No,824,933.0995907230559
GCA_000195995.1,5133713,51.87015713578067,3,4767.0,4765.0,4798.0,3.0,No,1710,897.8721291123526
GCA_010934915.2,5004630,52.19065145675105,2,4576.0,4571.0,4690.0,2.0,from large multi-isolate project,290,936.8920454545455
GCA_005844025.1,5237671,51.91360816668325,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_018986895.1,4495821,52.17547584745923,1,4048.0,4047.0,4116.0,1.0,missing ribosomal protein genes,196,922.8325098814229
GCA_011303155.1,4662216,52.25292007062736,1,4004.0,4001.0,4114.0,1.0,many frameshifted proteins,291,913.7445054945055
GCA_002761435.1,4700953,52.327772687793306,1,4365.0,4365.0,4489.0,1.0,No,806,938.7793814432989
GCA_002208195.1,5868736,51.54706226349251,2,5693.0,5692.0,5815.0,2.0,No,1532,873.2299314948182
GCA_004919345.1,5030765,52.108496421518396,3,4782.0,4779.0,4894.0,3.0,No,421,913.8255959849436
GCA_018141945.1,4940359,52.69918643564162,2,1168.0,1168.0,1253.0,2.0,many frameshifted proteins,1264,4479.831623931624
GCA_000009505.1,4685848,52.167313152283214,1,4426.0,4325.0,4396.0,1.0,No,841,923.1962954596793
GCA_017893505.1,4890294,52.26199079237363,2,4516.0,4512.0,4637.0,2.0,No,209,933.3784322409211
GCA_013075385.1,4780038,51.75904459336934,1,4386.0,4384.0,4476.0,1.0,No,293,937.358185134519
GCA_016454225.1,5089444,52.13545919750763,3,4740.0,4738.0,4857.0,3.0,No,402,926.5082278481012
GCA_001362335.2,4772283,52.04909264601449,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_009648835.1,4808371,52.21088389394246,2,4426.0,4425.0,4541.0,2.0,No,315,942.2193854496159
GCA_907166775.1,283630,47.08140887776328,1,0.0,0.0,0.0,1.0,contaminated,0,0.0
GCA_001956735.1,4648086,52.265384074218936,1,4450.0,4450.0,4565.0,1.0,No,885,916.1384269662922
GCA_004847885.1,4808492,52.210069185931886,2,4473.0,4472.0,4588.0,2.0,No,347,934.1200536552649
GCA_006846945.2,4611122,52.20230564274812,1,4187.0,4185.0,4303.0,1.0,from large multi-isolate project,179,952.749940291378
GCA_000486045.2,4751206,52.191443604002856,1,4512.0,4512.0,4631.0,1.0,No,837,914.0598404255319
GCA_016025375.1,4946483,51.99140480215944,2,4513.0,4511.0,4633.0,2.0,No,253,949.2694438289386
GCA_001692515.1,4791396,52.106108532878515,3,4471.0,4471.0,4594.0,3.0,No,829,932.0717960187877
GCA_016454705.1,4849535,52.16298057442621,3,4530.0,4529.0,4652.0,3.0,No,325,931.482119205298
GCA_012051245.1,5195418,51.85813730483284,3,4877.0,4873.0,4999.0,3.0,No,417,922.9600164035268
GCA_003717955.1,4775702,52.098225559299976,1,4219.0,4219.0,4321.0,1.0,No,901,924.157620289168
GCA_018339515.1,4773928,52.236187893910426,1,4393.0,4391.0,4515.0,1.0,from large multi-isolate project,195,947.0423400865012
GCA_003429445.1,4564524,52.2244378603333,2,4235.0,4234.0,4345.0,2.0,No,710,892.8101534828808
GCA_016917575.1,4575198,49.3346080322644,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_004222645.2,4880972,52.2252330068683,2,4494.0,4491.0,4612.0,2.0,from large multi-isolate project,196,938.8898531375166
GCA_013138105.1,4784317,51.64413227635209,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_011302195.1,4662031,52.29070763364722,1,4024.0,4022.0,4137.0,1.0,many frameshifted proteins,262,915.7162027833002
GCA_003994755.1,4682141,52.269164896999044,1,4224.0,4221.0,4322.0,1.0,many frameshifted proteins,427,908.9161931818181
GCA_003515965.1,4795266,52.11635809150108,3,4576.0,4576.0,4682.0,3.0,No,602,909.2023601398602
GCA_003716995.1,5000268,51.85886036508443,2,4436.0,4436.0,4537.0,2.0,No,1041,919.1979260595131
GCA_014858565.1,4914941,51.9951918039301,3,4495.0,4492.0,4607.0,3.0,No,299,940.5635150166852
GCA_012223285.1,4993635,52.118026247412956,2,4658.0,4656.0,4752.0,2.0,No,388,926.8497209102619
GCA_000623175.2,4685848,51.74218199139195,1,4323.0,4323.0,4445.0,1.0,No,877,931.8480222068008
GCA_001587055.1,4882689,51.81708275911081,1,4576.0,4576.0,4673.0,1.0,No,637,924.6643356643357
GCA_007230335.2,4661547,52.25501319626296,1,4276.0,4275.0,4394.0,1.0,from large multi-isolate project,203,943.9621141253508
GCA_000487575.2,4706101,52.22359231134224,1,4252.0,4252.0,4365.0,1.0,No,603,957.3617121354656
GCA_000624215.2,4685843,51.72482304678155,1,4322.0,4322.0,4444.0,1.0,No,872,931.4079130032393
GCA_005545055.2,5030567,52.15748045896218,2,4601.0,4596.0,4715.0,2.0,from large multi-isolate project,310,932.5170615083678
GCA_015240635.1,4745224,52.16455535081168,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000623395.2,4685848,52.1654351570943,1,4364.0,4364.0,4486.0,1.0,No,897,927.8251604032997
GCA_001577505.1,5006803,52.19206747299624,2,4685.0,4685.0,4956.0,2.0,No,211,928.617075773746
GCA_000624235.2,4685844,51.72483334912558,1,4322.0,4322.0,4444.0,1.0,No,874,931.0421101341972
GCA_016917715.1,4552524,49.88509670679386,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_008917945.2,5163233,51.95122900709691,1,4748.0,4745.0,4869.0,1.0,contaminated,425,937.9734625105308
GCA_007971865.1,4736175,52.1830380000739,1,4442.0,4441.0,4559.0,1.0,from large multi-isolate project,401,922.4941467807294
GCA_900478345.1,4748541,52.304170902178164,1,5272.0,5272.0,5381.0,1.0,RefSeq annotation failed,1,762.9745827010622
GCA_900478405.1,4786558,52.16011171284251,1,4955.0,4955.0,5062.0,1.0,RefSeq annotation failed,0,828.2890010090817
GCA_014448095.2,4647211,52.24935988488579,1,4265.0,4264.0,4380.0,1.0,from large multi-isolate project,190,941.999531066823
GCA_002201855.1,4861864,52.17848545331585,2,4559.0,4559.0,4667.0,2.0,No,568,929.7982013599474
GCA_007500235.2,4689720,52.190024137901624,1,4117.0,4115.0,4227.0,1.0,from large multi-isolate project,200,921.1287345154238
GCA_000238455.3,4768632,52.3498353406176,1,4517.0,4515.0,4641.0,1.0,No,477,920.0152756254151
GCA_004847585.1,4808479,52.21023113545884,2,4469.0,4468.0,4584.0,2.0,No,347,933.9245916312374
GCA_000623515.2,4685658,52.16422111899759,1,4366.0,4366.0,4488.0,1.0,No,896,926.858222629409
GCA_003325255.1,4758278,52.313526027693214,6,4578.0,4576.0,4696.0,6.0,No,563,909.9076015727392
GCA_000486445.2,4817791,52.20384196823814,1,4446.0,4446.0,4561.0,1.0,No,1003,933.3967611336033
GCA_006520715.2,4765651,52.237186483021944,1,4409.0,4405.0,4525.0,1.0,from large multi-isolate project,248,934.9972782943978
GCA_000626075.2,4685849,51.728128669959275,1,4314.0,4314.0,4437.0,1.0,No,875,931.5132127955494
GCA_002128385.1,4738436,52.16993539640506,2,4557.0,4557.0,4680.0,2.0,No,879,904.3719552337063
GCA_010794875.2,4833923,52.14102500184632,2,4380.0,4365.0,4483.0,2.0,from large multi-isolate project,247,917.0582191780821
GCA_016839205.1,4903161,52.20577093022236,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_018339815.1,4703202,52.36117861831153,3,4336.0,4335.0,4457.0,3.0,from large multi-isolate project,249,922.5793357933579
GCA_907163165.1,5312318,51.89024828709426,3,0.0,0.0,0.0,3.0,RefSeq annotation failed,0,0.0
GCA_003325215.1,5700547,51.29009549434466,4,5372.0,5369.0,5498.0,4.0,No,1075,902.5752047654505
GCA_004358925.1,4927300,51.98380451768717,3,4637.0,4634.0,4749.0,3.0,No,537,920.6741427647186
GCA_001629775.1,4869400,51.32589230706042,3,4342.0,4342.0,4454.0,3.0,No,833,950.1195301704283
GCA_014334255.1,4774395,52.10360684442741,4,4393.0,4391.0,4512.0,4.0,No,233,929.9697245618029
GCA_000636135.1,5025357,52.12990838262834,2,4548.0,4548.0,4661.0,2.0,No,733,932.971635883905
GCA_011465945.1,4866577,52.13602908163171,2,4595.0,4593.0,4708.0,2.0,No,444,922.7068552774755
GCA_005890175.1,5013617,52.098594687228804,3,4734.0,4731.0,4853.0,3.0,No,397,920.3891001267427
GCA_000750395.2,4679127,52.17248858601188,1,4366.0,4366.0,4473.0,1.0,No,627,927.3666972056802
GCA_014805785.2,5024881,51.94397638471438,1,4583.0,4580.0,4703.0,1.0,No,269,949.7748199869081
GCA_004792455.1,4930644,52.21636362308859,1,4727.0,4725.0,4847.0,1.0,No,459,913.290459064946
GCA_000442415.1,4915960,52.13972448921472,1,4828.0,4828.0,4937.0,1.0,No,716,885.4869511184755
GCA_002234755.2,5086889,51.724344682968315,2,4871.0,4870.0,4986.0,2.0,No,937,906.4011496612605
GCA_018338875.1,4778885,52.08298588478275,3,4394.0,4392.0,4515.0,3.0,from large multi-isolate project,222,931.4708693673191
GCA_003718295.1,4998358,51.858950479337416,2,4435.0,4435.0,4535.0,2.0,No,1040,919.1138669673055
GCA_000624935.2,4685844,51.727543639950454,1,4316.0,4316.0,4438.0,1.0,No,876,931.9075532900835
GCA_004136335.1,4780894,52.084170868461,1,4545.0,4544.0,4654.0,1.0,No,651,877.856105610561
GCA_003324935.1,4763586,52.24841117595022,1,4575.0,4574.0,4688.0,1.0,No,552,907.8124590163934
GCA_006760965.2,5648353,51.101374152784004,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_001360555.2,4783440,52.05157794390648,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000486165.2,4686793,52.04723144376123,1,4322.0,4322.0,4448.0,1.0,No,819,939.8845441925034
GCA_000020745.1,4823887,52.21102816048552,3,4627.0,4627.0,4775.0,3.0,No,789,887.6496650097255
GCA_012051085.1,5121995,52.18320205310626,2,4814.0,4812.0,4934.0,2.0,No,359,924.4015371832156
GCA_000993725.1,4759372,52.13897968051247,1,4288.0,4288.0,4396.0,1.0,No,330,950.2231809701492
GCA_003589805.1,5004834,52.12558498443705,3,4819.0,4817.0,4937.0,3.0,No,635,886.529362938369
GCA_013588055.1,4440304,51.27759270536432,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_008730735.2,4801865,52.3021159486991,1,4456.0,4454.0,4573.0,1.0,from large multi-isolate project,275,928.8599640933572
GCA_900635575.1,4658292,52.29768765032334,1,4362.0,4362.0,4472.0,1.0,RefSeq annotation failed,1,921.5784044016506
GCA_900636155.1,4723444,52.254499047728736,1,4320.0,4320.0,4429.0,1.0,RefSeq annotation failed,1,948.3777777777777
GCA_004354325.1,4847949,52.19681560181429,1,4572.0,4568.0,4689.0,1.0,No,469,924.4206036745406
GCA_004847545.1,4808465,52.210195977302526,2,4477.0,4476.0,4592.0,2.0,No,348,933.6564663837391
GCA_005532935.2,5202476,52.14922663747031,3,4885.0,4881.0,5000.0,3.0,from large multi-isolate project,395,914.910747185261
GCA_004847145.1,4808478,52.21047075602716,2,4463.0,4462.0,4578.0,2.0,No,346,932.5599372619314
GCA_900205265.1,4795199,52.045764941142174,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_012050385.1,4839384,52.175855439452626,5,4481.0,4479.0,4599.0,5.0,No,302,923.3313992412408
GCA_003994735.1,4732696,52.12287034704955,2,4130.0,4127.0,4227.0,2.0,many frameshifted proteins,456,896.7046004842615
GCA_001357935.2,4994720,52.118537175257075,2,0.0,0.0,0.0,2.0,RefSeq annotation failed,0,0.0
GCA_003717975.1,4907327,52.04279233888428,2,4356.0,4356.0,4459.0,2.0,No,991,919.211432506887
GCA_001364695.2,4879351,51.97476057778996,2,0.0,0.0,0.0,2.0,RefSeq annotation failed,0,0.0
GCA_016452045.1,4968692,52.23157321886726,2,4629.0,4628.0,4748.0,2.0,No,371,929.0142579390797
GCA_000623215.2,4685841,51.724290260809106,1,4319.0,4319.0,4441.0,1.0,No,879,931.4846029173419
GCA_009729955.1,4633945,52.059163412599844,2,4239.0,4230.0,4351.0,2.0,No,300,943.8669497523001
GCA_016657265.1,4550588,49.90392450382236,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_001890165.1,4901721,52.15115262578184,2,4611.0,4611.0,4732.0,2.0,No,908,920.8815875081327
GCA_000625775.2,4685848,51.729249433613724,1,4320.0,4320.0,4442.0,1.0,No,861,931.6375
GCA_001833225.2,4795558,52.17640991934619,1,4405.0,4399.0,4520.0,1.0,No,212,934.1269012485811
GCA_001975285.1,4801658,52.16591852231042,1,4522.0,4522.0,4641.0,1.0,No,941,914.3390092879257
GCA_003325075.1,4931794,52.111462887541535,4,4707.0,4702.0,4821.0,4.0,No,645,909.4359464627152
GCA_001079465.2,4771489,52.045409724302,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_007484345.2,4635091,52.15077762227322,1,4237.0,4235.0,4357.0,1.0,from large multi-isolate project,203,947.9891432617418
GCA_000430105.1,4951478,52.09377886764316,4,4710.0,4710.0,4817.0,4.0,No,776,912.9585987261147
GCA_002265865.2,4796034,52.06929308674626,1,4364.0,4363.0,4487.0,1.0,No,229,949.7147112740605
GCA_000624635.2,4685834,51.72468764365106,1,4315.0,4315.0,4437.0,1.0,No,875,931.8331402085747
GCA_003031995.1,4737847,52.175830076403905,2,4519.0,4517.0,4640.0,2.0,No,626,904.7935383934499
GCA_001729225.1,5172494,52.04767758067965,6,4892.0,4892.0,5016.0,6.0,No,958,912.9133278822568
GCA_015832325.1,5016132,51.78284781979421,1,1558.0,1558.0,1679.0,1.0,many frameshifted proteins,436,561.4037227214377
GCA_000430085.2,4931985,52.07665878951376,3,4607.0,4607.0,4715.0,3.0,No,718,924.2997612329065
GCA_003663765.1,4739126,52.17099102239527,2,4349.0,4347.0,4468.0,2.0,many frameshifted proteins,503,885.2492527017705
GCA_003718635.1,5003831,51.85089184666708,2,4441.0,4441.0,4543.0,2.0,No,1044,918.2483674848007
GCA_001756025.2,4962392,52.18797708846863,2,4593.0,4590.0,4713.0,2.0,No,218,931.5401698236446
GCA_016917595.1,4552700,48.951127902124014,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000624495.2,4685832,51.72413351567022,1,4318.0,4318.0,4439.0,1.0,No,877,931.1725335803612
GCA_008369645.1,4680830,52.17636615728407,1,4332.0,4330.0,4451.0,1.0,No,316,926.876731301939
GCA_016454385.1,5139892,51.89749123133326,3,4792.0,4789.0,4911.0,3.0,No,377,928.8259599332221
GCA_900477925.1,4638063,52.228247007425296,1,4238.0,4238.0,4348.0,1.0,RefSeq annotation failed,2,950.5762151958471
GCA_000623455.2,4685849,52.16538134284737,1,4364.0,4364.0,4486.0,1.0,No,897,927.7770394133822
GCA_000626215.1,4654156,52.174680006428666,1,4303.0,4303.0,4413.0,1.0,No,714,2012.7481412639406
GCA_010699505.2,4920208,52.23145037770761,1,4504.0,4488.0,4609.0,1.0,from large multi-isolate project,250,935.7346802841919
GCA_005601095.2,4455450,51.485147403741486,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_008857885.2,4999046,52.12280503119995,2,4578.0,4573.0,4692.0,2.0,from large multi-isolate project,305,935.2634338138926
GCA_003073515.1,4914635,52.163873817689414,1,4734.0,4733.0,4850.0,1.0,No,678,900.9911280101394
GCA_018340295.1,5039298,52.171770750608516,2,4632.0,4613.0,4732.0,2.0,from large multi-isolate project,264,939.169689119171
GCA_000625515.2,4685845,51.7242461071589,1,4317.0,4317.0,4439.0,1.0,No,875,931.6990965948576
GCA_006518555.2,4804097,52.15479620831969,1,4476.0,4473.0,4593.0,1.0,from large multi-isolate project,275,925.578418230563
GCA_005576575.1,4619529,52.28080611681408,1,4311.0,4310.0,4433.0,1.0,No,332,933.5073068893528
GCA_004847745.1,4726558,52.24924776126729,1,4393.0,4392.0,4508.0,1.0,No,327,936.5672661051673
GCA_003873385.2,4957269,51.88693613358484,2,4412.0,4407.0,4525.0,2.0,from large multi-isolate project,265,953.3970988213962
GCA_008727515.1,5073675,52.088456592115186,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000625335.2,4685838,51.72425935339634,1,4319.0,4319.0,4442.0,1.0,No,881,931.599907385969
GCA_900205245.1,5008887,51.84229550397124,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000493295.2,5091833,52.22610403758332,3,4934.0,4934.0,5056.0,3.0,No,1135,892.6309282529388
GCA_012530215.1,4909186,52.19551673128702,2,4512.0,4509.0,4638.0,2.0,No,288,922.5465425531914
GCA_001441245.1,5157495,51.86207645378231,7,4875.0,4875.0,4981.0,7.0,No,1114,916.6418461538461
GCA_013206965.1,5159478,52.13068066188091,5,4832.0,4829.0,4952.0,5.0,No,299,921.1007864238411
GCA_004919385.1,4987243,52.15129882381909,2,4724.0,4722.0,4841.0,2.0,No,395,920.4877222692634
GCA_016454285.1,4802449,52.19407847954242,3,4363.0,4348.0,4466.0,3.0,No,310,915.62892505157
GCA_018339675.1,4774566,52.27913908824383,1,4406.0,4405.0,4525.0,1.0,from large multi-isolate project,218,942.2793917385384
GCA_005899965.2,5095461,51.961010004786615,2,4675.0,4671.0,4794.0,2.0,from large multi-isolate project,347,941.5852406417113
GCA_001441205.1,4888155,52.059908083929415,3,4581.0,4581.0,4687.0,3.0,No,962,926.1296660117878
GCA_000624815.2,4685840,51.72206050569375,1,4314.0,4314.0,4436.0,1.0,No,876,930.2447844228094
GCA_900478105.1,4584925,51.45209572675671,1,5452.0,5452.0,5560.0,1.0,RefSeq annotation failed,0,701.8418928833455
GCA_000748565.2,4774876,52.21471719893878,1,4471.0,4470.0,4590.0,1.0,No,362,930.2279132185193
GCA_012052805.1,4974085,51.85379823625853,2,4609.0,4601.0,4719.0,2.0,No,409,929.0624864395747
GCA_003325015.1,4522338,52.29281844921808,1,4271.0,4270.0,4388.0,1.0,No,499,923.0604073987356
GCA_002763415.1,4991608,52.02942618891547,4,4834.0,4834.0,4964.0,4.0,No,1125,889.8634671079851
GCA_001833305.2,4754349,52.222796433328725,1,4341.0,4335.0,4457.0,1.0,No,204,939.7760884588804
GCA_012052225.1,5259999,51.94478173855166,3,4929.0,4924.0,5049.0,3.0,No,393,922.8131466828971
GCA_008313815.1,4744959,52.16394915108855,2,4419.0,4417.0,4536.0,2.0,No,330,923.4765784114053
GCA_001367555.2,4723198,52.07073681857081,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_004354225.1,4611179,52.2090988009791,1,4307.0,4300.0,4422.0,1.0,No,379,933.0294868818203
GCA_003710125.1,4793563,52.10529203433855,2,4593.0,4590.0,4703.0,2.0,No,549,908.046374918354
GCA_001623845.1,5003736,52.12113508786235,2,4700.0,4700.0,4824.0,2.0,No,989,920.3434042553191
GCA_000625215.2,4685833,51.724720023099415,1,4319.0,4319.0,4441.0,1.0,No,877,931.7860615883307
GCA_000626335.1,4679808,52.17325155220043,1,4328.0,4328.0,4439.0,1.0,No,719,931.6048983364141
GCA_000624135.2,4685844,51.72461994039921,1,4318.0,4318.0,4440.0,1.0,No,870,931.694997684113
GCA_000380325.1,5017059,52.22609500904813,4,4798.0,4798.0,4905.0,4.0,contaminated,842,909.0958732805335
GCA_003324875.1,4793198,52.244972980461064,2,4584.0,4581.0,4700.0,2.0,No,562,912.1145287958116
GCA_006868905.2,4678982,52.2433298525192,1,4301.0,4291.0,4409.0,1.0,from large multi-isolate project,228,933.332945826552
GCA_000624335.2,4685846,51.723424115944056,1,4315.0,4315.0,4437.0,1.0,No,875,931.3909617612978
GCA_005936085.2,4664770,52.155711857176236,1,4302.0,4300.0,4421.0,1.0,from large multi-isolate project,234,942.3138075313808
GCA_003324955.1,4919131,52.12884145594008,2,4676.0,4674.0,4794.0,2.0,No,632,892.1447818648418
GCA_003718135.1,4892630,52.06927562476623,2,4335.0,4335.0,4437.0,2.0,No,948,919.8705882352941
GCA_000626455.1,4707072,51.3937539090118,1,4214.0,4214.0,4309.0,1.0,No,617,937.8808732795444
GCA_000505365.2,4768236,52.154213843442314,3,4410.0,4410.0,4516.0,3.0,No,1011,927.9312925170068
GCA_000623475.2,4685847,52.16706819492826,1,4366.0,4366.0,4488.0,1.0,No,898,927.8243243243244
GCA_900635865.1,4733176,52.17929779074347,1,8023.0,8023.0,8130.0,1.0,RefSeq annotation failed,0,464.21687648011965
GCA_000623575.2,4685847,51.72569654963126,1,4318.0,4318.0,4441.0,1.0,No,877,930.9673459935156
GCA_003719215.1,4778864,52.10449596389435,1,4194.0,4194.0,4293.0,1.0,No,883,926.2045779685265
GCA_001620225.1,4676958,52.239746433472355,1,4348.0,4348.0,4464.0,1.0,No,867,934.9634314627415
GCA_018338495.1,4555899,52.278244096280446,1,3858.0,3858.0,3974.0,1.0,from large multi-isolate project,176,915.8693623639191
GCA_013328855.1,4875020,51.406373717441156,2,4332.0,4330.0,4444.0,2.0,No,356,947.882271468144
GCA_001831555.2,5084052,51.46930047135631,1,4576.0,4570.0,4685.0,1.0,No,422,941.3402534965035
GCA_006914355.2,4931266,51.99883762100848,2,4438.0,4429.0,4543.0,2.0,from large multi-isolate project,266,952.3206399278954
GCA_000335995.2,4609911,52.20343733317194,1,4206.0,4206.0,4315.0,1.0,No,862,894.0513552068473
GCA_002208965.2,5213839,52.00118377264814,6,5089.0,5086.0,5207.0,6.0,No,813,892.1477696993516
GCA_018338255.1,4643938,52.22731225093875,1,4261.0,4260.0,4382.0,1.0,from large multi-isolate project,190,945.8833607134476
GCA_006165165.1,4763930,52.11449370582691,1,4575.0,4566.0,4684.0,1.0,No,664,914.0104918032787
GCA_004136135.1,5077719,52.16359944297823,4,4999.0,4998.0,5119.0,4.0,No,791,893.3114622924585
GCA_009017295.1,5219843,51.92223214376371,4,4944.0,4941.0,5064.0,4.0,No,483,912.3476941747573
GCA_003717095.1,4999523,51.857467202371105,2,4435.0,4435.0,4538.0,2.0,No,1037,918.862908680947
GCA_013138355.1,4729957,51.372052642339035,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_002386325.1,4838098,52.174552892479646,1,4636.0,4630.0,4753.0,1.0,No,716,905.5558671268335
GCA_014524585.1,4922946,52.2840185531184,2,4554.0,4548.0,4664.0,2.0,No,236,931.6482213438735
GCA_013348865.1,5126632,51.59611612458238,4,4586.0,4571.0,4688.0,4.0,No,396,926.481465329263
GCA_000625935.2,4685880,51.7381793814609,1,4317.0,4317.0,4439.0,1.0,No,875,932.3210562890896
GCA_004919205.1,4996602,52.17273659178778,1,4753.0,4751.0,4869.0,1.0,No,405,919.5152535240901
GCA_907166795.1,291132,47.42350548891912,1,0.0,0.0,0.0,1.0,genome length too small,0,0.0
GCA_900166885.1,5236057,51.84250286045396,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_003071485.1,4814175,52.19106077365281,2,4577.0,4577.0,4701.0,2.0,No,925,907.496613502294
GCA_018340465.1,4673864,52.305073489515316,1,4267.0,4265.0,4390.0,1.0,from large multi-isolate project,211,949.4108272791188
GCA_010004265.2,5043421,52.14468512543371,2,4611.0,4608.0,4727.0,2.0,from large multi-isolate project,248,931.9069616135329
GCA_002794415.1,5087369,51.363150579405584,1,4647.0,4644.0,4764.0,1.0,No,886,932.3770174306004
GCA_007019045.2,4731255,51.87019089015494,2,0.0,0.0,0.0,0.0,from large multi-isolate project,0,0.0
GCA_009664615.1,5021303,52.14835671139543,2,4557.0,4532.0,4648.0,2.0,No,372,936.0651744568795
GCA_018338395.1,4620271,52.07742143263891,1,4256.0,4255.0,4371.0,1.0,from large multi-isolate project,225,938.0711936090225
GCA_001188125.2,4751278,52.19197866342487,1,4585.0,4584.0,4703.0,1.0,No,603,909.7502726281352
GCA_004919285.1,4909329,52.263170791772154,2,4637.0,4635.0,4750.0,2.0,No,361,919.9825318093594
GCA_000624355.2,4685848,51.73883147724809,1,4321.0,4321.0,4444.0,1.0,No,870,931.9139088174034
GCA_004223785.2,5159176,52.002781064262976,3,4822.0,4819.0,4941.0,3.0,from large multi-isolate project,361,923.9089589381999
GCA_900478065.1,5029670,52.228217755836866,1,4684.0,4684.0,4793.0,1.0,No,4,930.4769427839453
GCA_000624375.2,4685845,51.724864992333295,1,4312.0,4312.0,4434.0,1.0,No,876,931.799628942486
